#Cluster EXTVER SPECID SNR_8000_VAR SNR_8000_RMS SNR_8200_VAR SNR_8200_RMS SNR_8400_VAR SNR_8400_RMS SNR_8600_VAR SNR_8600_RMS SNR_8800_VAR SNR_8800_RMS SNR_9000_VAR SNR_9000_RMS SNR_9200_VAR SNR_9200_RMS SNR_9400_VAR SNR_9400_RMS SNR_9600_VAR SNR_9600_RMS SNR_9800_VAR SNR_9800_RMS 
SpARCS1051 71 209011241 5.465997 4.589226 6.586897 5.993495 5.939892 6.152862 5.158004 4.832539 3.833082 3.034880 4.339971 3.039003 4.565906 3.185192 2.868115 2.142447 1.908931 1.996117 0.832982 2.234806 
SpARCS1051 142 209031260 15.439747 2.371287 14.563308 8.841456 11.878575 6.330899 9.977724 6.294695 7.393351 5.849061 7.370030 5.941252 6.997308 4.511526 nan 3.436395 nan 6.164534 0.000002 4483437102745457.000000 
SpARCS1051 73 209011278 8.576847 7.838274 10.232148 2.466159 8.916742 2.433323 6.500234 4.013157 4.368199 3.345020 4.706669 3.391743 nan 2.836264 nan 2.768501 nan 5.381051 0.000001 5643380301898353.000000 
SpARCS1051 36 109000685 10.795189 7.873507 12.636266 9.013330 11.370877 8.008964 10.032617 7.486317 6.509808 4.574682 6.097978 4.788846 8.605848 3.829732 7.266111 3.084206 5.474262 2.895717 4.104931 2.524274 
SpARCS1051 94 209010801 10.383400 7.899808 12.135899 8.996264 11.092784 8.610495 9.924444 7.962286 7.510027 5.928906 7.818428 6.051360 7.808827 5.746426 4.397655 3.134124 1.331290 3.057328 0.000001 1770312262457933.750000 
SpARCS1051 32 109000634 7.753614 3.248364 11.215212 4.091120 10.858765 7.468588 10.400923 6.435069 9.395969 5.296079 12.557034 5.673477 15.494087 6.646339 11.408058 5.069203 9.516416 5.494735 8.068881 4.968142 
SpARCS1051 195 209040909 5.074842 3.157647 6.138498 5.147599 5.250225 4.091464 5.335785 3.726556 4.574883 3.529745 5.038240 3.777327 5.131597 3.001012 2.725317 1.924886 0.935738 1.914920 0.073335 9.216651 
SpARCS1051 97 209021041 2.241727 2.325322 2.505372 2.130258 2.309693 2.269745 nan 2.412029 nan 1.438537 2.681685 1.705161 3.291081 1.985462 nan 1.622367 nan 1.285552 nan 1.250330 
SpARCS1051 197 209040947 1.740795 1.615721 1.941042 1.714788 1.359601 1.089176 0.930810 0.629120 nan 0.422265 nan 0.803277 nan 0.441737 nan 0.061625 nan -0.052310 nan -0.406751 
SpARCS1051 57 109000936 5.786647 3.956079 6.518992 4.690572 6.588853 4.694860 6.627995 4.379207 5.568143 3.250284 6.132945 3.100374 6.845550 2.800861 5.204350 2.400227 3.630298 1.838907 2.744424 1.271037 
SpARCS1051 50 109000851 6.976590 5.938311 7.795141 4.473593 7.021539 3.845882 6.935191 4.147324 5.881738 3.308142 6.866043 3.845893 7.197636 3.148322 5.009128 1.715415 4.383489 1.732147 3.587169 1.624049 
SpARCS1051 101 209021162 13.748923 8.516602 14.922496 15.474104 13.524427 11.574342 12.681973 12.214818 10.278832 4.935140 13.566045 1.596160 12.709394 1.460315 5.017344 4.244364 1.398510 6.293777 0.000002 2684429933078328.000000 
SpARCS1051 61 109001027 5.347873 3.082534 5.779921 2.945719 4.681595 2.623628 4.314918 2.876872 3.043172 2.114764 3.879733 2.238770 4.663270 1.937488 3.050775 1.311251 1.871651 1.209677 1.124862 0.628157 
SpARCS1051 162 209041040 2.157055 2.207860 2.559537 1.755394 2.406884 1.761304 2.440689 2.222134 1.768422 1.580392 2.349191 1.775796 2.728044 1.120280 nan 0.612330 nan 0.916419 0.054176 6.862595 
SpARCS1051 163 209041070 2.193461 2.597539 2.307228 1.787707 1.302939 1.173378 1.104988 1.001809 nan 0.737173 nan 0.835124 nan 0.226149 nan -0.242409 nan 0.094056 0.026956 1.272625 
SpARCS1051 166 209041107 2.911564 2.905470 3.250445 2.947068 2.533432 2.448007 2.300026 2.096053 1.295861 1.036930 nan 1.063759 nan 0.562968 nan 0.162758 nan 0.223553 nan 0.833691 
SpARCS1051 52 109000886 1.806194 1.007404 2.452011 1.675058 2.995657 1.009349 3.307778 1.186666 2.041938 1.360825 2.007501 1.557327 2.036453 0.805155 1.189012 0.553931 0.913380 0.675862 0.567261 0.343401 
SpARCS1051 168 209041149 1.758789 1.833714 2.048037 1.448122 1.828764 1.409565 1.783211 1.911083 nan 0.931412 nan 0.905614 nan 0.826345 0.302677 0.877847 0.000000 0.000000 0.000000 0.000000 
SpARCS1051 169 209041163 6.036488 6.111099 6.648838 5.918615 5.599858 5.089747 4.863216 4.624939 3.448533 3.432936 4.195097 3.396869 nan 1.630422 nan 0.900555 nan 1.381034 0.148588 5.100067 
SpARCS1051 48 109000823 10.092394 6.935221 10.537520 6.100574 9.835948 5.716321 9.211271 5.796175 7.792183 4.923175 9.156984 5.306518 10.314127 3.366002 8.453396 2.044790 6.912942 2.039855 5.329207 3.225293 
SpARCS1051 67 209011195 4.471660 4.210918 5.307365 4.192754 4.718759 3.842354 4.195025 3.402028 3.099002 2.688589 3.268324 2.972336 nan 2.355466 nan 1.912409 0.276766 2.576594 0.000000 3676567570367737.000000 
SpARCS1051 103 209021199 3.616005 4.258519 4.480278 1.020803 4.006878 0.995339 3.485483 2.583387 2.779619 2.334958 3.092805 2.514525 nan 1.911013 nan 1.428819 nan 1.896501 nan 3.127019 
SpARCS1051 138 209031208 2.164691 2.134835 2.287655 1.707712 2.071115 1.745778 1.802743 1.478610 nan 0.894780 nan 0.991961 nan 1.121984 nan 1.296640 0.587167 1.471281 0.000000 2571865520528142.500000 
SpARCS1051 102 209021187 2.975412 3.236656 3.303160 3.361921 2.868701 2.635647 2.570416 2.275871 nan 1.802098 nan 1.873948 nan 1.090267 nan 0.451765 -0.013278 0.727709 0.000000 3028417107666700.000000 
SpARCS1051 45 109000775 4.453909 3.265941 4.571328 3.811316 4.325046 3.880888 4.499105 3.824186 3.874135 2.846510 3.994076 2.593644 4.335944 2.046469 3.529837 2.063801 3.064716 2.513624 2.686148 1.313941 
SpARCS1051 171 209041230 3.166526 3.193756 3.492787 2.864859 2.898482 2.293035 2.400860 2.075691 nan 1.366814 nan 1.416875 nan 0.986714 nan 0.536058 nan 0.693161 0.104112 1.768729 
SpARCS1051 69 209011203 3.101642 3.181955 3.727961 3.120391 3.329398 3.152931 2.909922 3.043264 nan 2.601878 nan 2.798271 nan 1.531828 nan 1.390004 nan 1.296464 nan 1.448313 
SpARCS1051 139 209031224 2.830493 2.545161 2.975361 2.693127 2.474618 2.158123 2.027692 1.923441 nan 1.491567 nan 1.454110 nan 1.019540 nan 0.767930 nan 0.798762 0.148413 1.664629 
SpARCS1051 141 209031252 5.576885 4.422410 5.868885 4.336567 5.128687 4.318699 4.445143 4.387309 3.520761 2.754233 3.507711 2.543872 nan 1.886810 nan 1.789962 0.197853 3.499229 0.000001 1818339650482845.250000 
SpARCS1051 42 109000744 4.206668 2.521884 5.016698 2.397760 5.013346 2.602417 4.796694 3.315033 3.257449 2.257633 2.957983 2.092379 2.745156 1.345518 2.037377 1.195033 1.600785 1.239380 0.662095 0.539587 
SpARCS1051 172 209041289 1.556367 1.256019 2.039953 1.346595 2.039382 1.498826 1.725937 1.418729 1.140728 1.103005 1.231523 1.208474 nan 0.664211 nan 0.375383 nan 0.387460 0.000000 2764240051821192.500000 
SpARCS1051 33 109000669 6.228732 4.359665 6.077703 4.426606 5.304240 3.618519 5.546888 3.288319 4.597860 2.896319 5.710155 3.347299 6.246877 3.082863 4.617569 2.499019 3.971726 3.157767 3.469769 2.505934 
SpARCS1051 34 109000674 7.057444 4.604122 7.454070 4.552742 6.632730 4.738705 6.491868 4.307933 5.464807 2.406151 7.706410 1.545799 8.212675 1.615014 4.624870 2.134393 3.896224 2.469381 3.493746 1.996878 
SpARCS1051 193 209040789 1.788228 1.661985 2.292080 1.925762 1.946332 1.398066 nan 0.968862 nan 0.753585 1.316223 1.050555 nan 0.681347 nan 0.181808 nan 0.375780 0.029667 3.644516 
SpARCS1051 145 209031305 1.423907 0.594539 nan 0.806723 nan 1.154206 nan 1.110231 nan 1.023210 1.162089 1.136085 nan 0.685608 nan 0.536996 nan 0.622454 0.000000 0.000000 
SpARCS1051 93 209010796 6.255836 3.397821 8.128926 3.907633 7.835765 5.589901 6.831298 5.843076 5.345727 5.539812 6.395347 6.301980 nan 3.867374 nan 3.179262 2.747578 2.798952 1.275675 2.030163 
SpARCS1051 133 209020784 7.042148 3.359417 8.759946 4.030901 8.558727 7.839326 8.096088 8.104000 6.573994 7.081958 7.940493 7.294098 8.335050 4.412385 4.988021 3.426140 3.003367 3.224964 1.197949 2.760583 
SpARCS1051 159 209030788 2.129841 1.704471 2.718312 1.777623 2.598240 2.177497 2.222890 2.106348 1.902290 1.623345 nan 1.910328 nan 1.656925 nan 1.275819 nan 1.144646 nan 1.070278 
SpARCS1051 107 209021326 2.038384 1.325864 2.516985 1.482707 2.667641 1.801913 2.604378 2.691427 1.845492 2.109947 2.230516 2.182410 nan 1.794480 nan 0.801029 nan 0.461710 nan 0.715212 
SpARCS1051 74 209011292 6.046271 3.100872 7.528446 4.006136 6.957606 6.272792 6.078457 5.824820 4.681137 4.434603 5.499007 4.891947 nan 3.773218 nan 2.555598 1.066772 2.064800 0.000001 2485384593436776.500000 
SpARCS1051 106 209021309 2.709228 2.327991 3.041251 2.810563 2.580840 2.757161 2.221388 2.444941 nan 1.755713 nan 0.971785 2.904423 1.182230 nan 1.478922 nan 1.672947 0.000000 5234302478253910.000000 
SpARCS1051 75 209011307 1.148551 1.194258 1.319232 1.217756 1.103994 1.092278 0.977451 1.134660 nan 0.710760 nan 0.606524 nan 0.645506 nan 0.570599 nan 0.550445 -0.013743 2.152244 
SpARCS1051 158 209030767 1.405226 1.289055 1.731310 1.006423 1.654210 1.012407 nan 1.197235 nan 0.889221 1.108245 0.888860 nan 0.705065 nan 0.475980 nan 0.621812 0.000000 7510819340858211.000000 
SpARCS1051 132 209020726 7.969765 3.135027 10.650568 3.866428 10.586240 10.269414 9.611991 10.408680 7.887724 6.588542 9.529313 7.057542 10.020310 6.550726 6.039344 4.206689 nan 3.619864 nan 1.923966 
SpARCS1051 25 109000565 3.721671 3.320458 4.557399 3.658323 3.840737 4.283578 3.874040 3.962900 5.044821 3.611128 6.166480 4.376145 6.472717 4.741375 5.094914 3.142784 4.176596 2.641327 3.281383 1.909870 
SpARCS1051 90 209010727 7.694361 5.732644 8.651869 6.371746 8.353405 7.236925 7.818533 7.866755 6.107142 7.129402 6.488352 7.608226 6.179549 5.023021 3.556786 3.146670 1.384438 3.252172 0.120004 15.985970 
SpARCS1051 91 209010762 3.588501 3.792244 3.557718 2.811537 2.697512 2.316162 2.501687 2.521119 nan 1.841526 nan 1.474683 nan 1.071296 nan 1.287812 nan 3.280403 0.000000 5480204679241479.000000 
SpARCS1051 29 109000602 4.753612 2.804760 5.279638 2.993710 4.226907 2.464246 3.708150 2.332407 2.928088 1.891563 3.428250 2.265903 3.584574 1.258911 1.880140 0.765729 1.103038 0.570931 0.770342 0.370411 
SpARCS1051 27 109000574 4.929457 3.651607 5.095352 3.001731 4.736845 2.756878 4.569355 2.872947 3.251511 2.086699 3.430596 2.397485 3.664178 1.465404 2.411853 1.082858 2.066160 1.342364 2.123633 0.885464 
SpARCS1051 44 109000770 0.044961 0.801777 0.032962 0.325256 0.002260 0.279029 -0.003232 0.270928 0.006222 0.219140 0.060750 0.521677 0.054458 0.262147 0.002492 -0.064133 -0.001816 -0.219025 -0.043438 -0.508975 
SpARCS1051 70 209011235 2.046169 1.868718 2.496240 1.995580 2.329658 1.938401 2.104085 1.940214 nan 1.435891 nan 1.369220 1.686805 0.926472 nan 0.793696 nan 0.849541 0.000000 0.000000 
SpARCS1051 72 209011269 2.037504 2.160818 2.087651 1.954234 1.620949 1.503899 1.390608 1.247581 0.946383 0.843721 1.035823 0.869469 nan 0.896351 nan 0.606738 nan 0.741952 0.007947 2.252208 
SpARCS1051 39 109000709 5.074124 3.493770 5.885705 4.691600 5.775719 4.758796 5.258036 4.481208 4.523585 3.111939 4.725931 3.154111 5.135151 2.726788 4.305223 2.390630 3.857065 2.539237 3.739883 1.906162 
SpARCS1051 37 109000690 6.337439 4.747794 7.262651 4.615119 7.112056 4.548110 6.874630 5.501359 5.867243 4.903483 7.043400 5.358533 7.354461 4.072698 4.792166 2.481587 3.893969 2.256552 3.196222 2.264680 
SpARCS1051 35 109000676 4.826842 3.341172 5.509638 4.116925 4.691181 3.832959 4.183195 3.273986 3.186760 1.840772 3.689629 1.979053 3.908919 1.196044 2.305617 0.788969 1.427972 0.804028 0.873412 0.421591 
SpARCS1051 143 209031266 0.823403 0.774700 1.175581 0.759826 1.104691 0.752351 nan 1.008385 nan 0.818963 nan 0.885268 nan 0.627646 nan 0.562165 nan 0.873301 0.000000 2958570213058372.000000 
SpARCS1051 31 109000627 8.976896 5.028967 9.854984 6.798717 8.702380 5.936163 8.256799 3.941788 6.721592 2.728527 9.034803 1.903925 9.508087 1.616706 5.832108 1.905383 4.909578 2.391685 3.837164 1.962146 
SpARCS1051 140 209031238 2.129807 1.929944 2.199428 1.751174 1.895922 1.583226 nan 1.431963 nan 0.937375 nan 1.024484 2.184317 0.986433 nan 0.841361 nan 1.208768 0.020917 11.117944 
SpARCS1051 160 209030805 9.163348 8.842307 10.158929 8.060857 8.470886 7.320463 7.336669 6.011383 5.670098 4.816502 6.407848 4.951085 nan 4.058057 nan 3.027574 1.747000 3.740378 0.394049 11.380100 
SpARCS1051 157 209030752 5.535441 4.914890 6.286949 4.623923 5.282479 4.369635 4.604899 3.850772 3.462455 3.426698 4.462148 3.973588 5.015453 2.943718 3.032566 2.115819 1.414949 2.157442 0.392492 6.393107 
SpARCS1051 153 209030697 2.185878 2.249845 2.410643 2.064472 1.948764 1.746101 1.658832 1.568298 1.340966 1.225925 nan 0.924371 nan 0.830273 nan 0.896376 nan 0.917734 0.323648 1.208745 
SpARCS1051 191 209040681 0.670762 0.445211 1.410907 0.574902 1.349158 0.567852 1.100373 0.829790 0.841132 0.831302 nan 0.748434 nan 0.391563 nan -0.084084 nan -0.270768 nan 0.088556 
SpARCS1051 188 209040562 7.987771 7.552564 8.871883 7.287598 7.797695 6.637036 7.141102 6.476740 5.453769 5.103897 6.467125 5.085536 nan 2.801822 nan 1.979495 nan 2.131081 0.640218 3.418974 
SpARCS1051 149 209030569 2.596857 2.453345 2.735273 2.468264 2.036795 1.846060 1.855001 1.309657 1.688605 1.117101 nan 1.091144 nan 0.982790 nan 0.838012 nan 1.038174 nan 3.045332 
SpARCS1051 43 109000748 7.320189 0.988531 9.114606 0.954002 7.733370 1.582857 6.997802 4.977561 6.109971 4.211720 6.920055 3.773439 8.079740 2.776511 7.162024 2.730386 5.728210 2.947793 4.216564 3.035292 
SpARCS1051 104 209021268 6.252247 7.507646 6.398236 6.238780 5.112296 4.547998 5.469163 1.007893 4.410351 0.993388 3.323799 2.501043 nan 1.793878 nan 1.267083 nan 1.942437 0.000001 8808128104044913.000000 
SpARCS1051 105 209021283 0.840853 1.317280 0.714761 0.701606 nan 0.490863 nan 0.619894 nan 0.477567 nan 0.362119 nan 0.145855 nan 0.085239 nan 0.354997 0.000000 2207885540633887.750000 
SpARCS1051 38 109000691 7.695300 4.280755 8.357504 4.383903 7.455471 3.932126 7.838729 4.554425 7.182333 3.899375 8.284979 4.235008 9.467230 3.814424 7.404991 3.135298 6.467947 2.656384 5.251632 2.419119 
SpARCS1051 95 209010841 1.627774 1.877759 1.481441 1.172733 1.170624 0.955033 1.298667 1.095177 0.965511 0.854704 nan 0.708487 nan 0.745163 nan 0.864458 0.022659 2.103429 0.000000 7081605591674383.000000 
SpARCS1051 30 109000620 6.934538 5.109700 7.592905 5.267804 7.940228 5.357007 8.029948 5.897600 7.224842 5.358125 7.509664 5.262054 8.144103 4.423108 7.165015 4.511864 5.878020 4.423118 5.102162 3.563753 
SpARCS1051 92 209010775 17.812122 8.683998 18.193007 14.367446 14.795343 16.385137 12.803700 12.952324 9.591281 7.979780 9.742127 5.444817 9.598799 4.419891 5.820535 3.693108 2.912460 4.488003 0.796884 13.014266 
SpARCS1051 134 209020799 2.896650 3.401960 3.336622 4.734000 2.860453 3.845118 3.158552 1.208316 2.679022 1.210681 2.569993 2.263143 2.509572 1.100698 nan 0.739779 nan 1.236053 0.000000 4868853931065751.000000 
SpARCS1051 24 109000559 6.918552 4.276200 7.365558 4.911990 6.718062 4.636105 6.515842 4.312049 5.841459 3.892513 8.279638 1.676421 9.179659 1.576552 6.332221 2.807409 5.467386 3.440357 4.517718 2.376515 
SpARCS1051 22 109000546 4.757765 2.145684 6.294360 2.719970 5.767442 3.409062 5.661259 3.976708 4.813458 3.201639 5.802398 3.356453 5.927779 2.408870 3.366924 1.659942 2.665905 1.789469 1.890324 1.260123 
SpARCS1051 129 209020652 11.190794 12.126646 12.488619 13.260240 10.718302 7.493994 9.236123 5.551695 7.342100 5.484835 7.637531 6.214276 7.244380 4.681066 3.300523 4.232288 0.525657 8.258004 0.000001 5287910240730942.000000 
SpARCS1051 16 109000490 5.564333 1.475062 6.886699 1.738854 5.968666 2.879652 5.829093 3.604916 4.803547 2.915991 5.291622 3.057173 6.193154 2.439704 4.512402 1.908121 3.269463 1.670839 3.127819 1.626078 
SpARCS1051 84 209010606 8.558954 7.704044 9.463055 5.182072 8.311824 4.831926 7.463052 5.882498 5.788746 4.818259 6.324317 4.964518 6.097755 3.751965 nan 2.942494 nan 4.356685 0.000001 3994617753914134.000000 
SpARCS1051 127 209020593 22.596311 10.645821 23.167797 8.650519 20.698757 8.844506 19.106886 13.620505 14.946081 12.742739 15.233028 12.397338 14.556503 8.582650 8.900434 6.195491 4.442864 7.811762 1.038627 29.147023 
SpARCS1051 88 209010700 6.789461 5.829448 6.992975 5.027714 5.715376 4.410930 5.085054 4.331534 3.914421 3.552160 3.828715 3.176442 nan 2.660889 nan 2.148375 nan 2.932247 0.000001 7868796719667082.000000 
SpARCS1051 144 209031297 2.723046 2.839552 2.663763 1.805522 2.223288 1.612018 2.183196 1.940781 nan 1.430197 nan 1.391071 nan 1.006402 nan 1.102324 0.000000 2517209189251487.000000 0.000000 2517209189251487.000000 
SpARCS1051 192 209040701 2.927422 1.968495 3.763802 2.703809 3.440821 2.810763 3.041141 2.601335 2.109850 2.004307 2.604469 2.351296 2.837004 2.497471 1.368105 1.216025 0.302558 1.073568 0.000000 0.000000 
SpARCS1051 189 209040583 3.766021 3.390619 4.158071 3.066529 3.125721 2.640739 nan 1.856343 nan 1.319466 nan 1.604202 nan 0.885800 nan 1.091303 0.000001 5695856985943224.000000 0.000001 5695856985943224.000000 
SpARCS1051 187 209040544 12.108030 12.156291 13.422199 12.946586 11.101004 9.422516 9.220227 5.416674 6.458173 4.195166 6.979550 5.060285 nan 3.425540 nan 3.658787 0.119507 20.869060 0.000002 1696554711922123.500000 
SpARCS1051 150 209030581 1.981112 2.000925 2.151152 1.565431 1.679460 1.274244 1.359758 1.265570 nan 1.085475 nan 0.972309 nan 0.726562 nan 0.872949 nan 2.217960 0.000000 3421694844401715.500000 
SpARCS1051 147 209030538 2.963064 2.859802 3.142751 2.612813 2.486194 2.027215 1.879579 1.447382 1.312078 0.974182 nan 1.186391 nan 0.943994 nan 0.920500 0.073487 4.026063 0.000000 3227311223019912.000000 
SpARCS1051 6 109000378 4.672723 3.476150 5.763823 3.736083 5.319357 3.600900 4.787428 3.719120 3.560790 2.785944 4.155525 2.871548 4.694889 3.014216 3.431969 2.068280 3.054654 1.824039 2.313861 1.371216 
SpARCS1051 10 109000434 2.369518 1.802880 2.541922 1.560948 2.068789 1.355326 2.003246 1.587339 1.265465 0.795549 1.900783 0.680034 2.418562 0.793747 1.430945 0.777587 1.084906 0.782462 0.582827 0.418497 
SpARCS1051 8 109000411 5.310488 3.189929 6.334333 3.616287 6.169048 4.180442 6.370450 3.663609 5.805287 3.721755 7.332777 4.980173 8.420993 3.304896 6.643519 2.970716 5.688053 3.235146 4.680785 3.166427 
SpARCS1051 79 209010529 1.447489 1.520731 1.602342 1.795304 1.385115 1.449848 nan 1.003843 nan 0.665557 1.390508 0.730730 nan 0.669900 nan 0.573868 0.023317 2.453802 0.000000 0.000000 
SpARCS1051 124 209020505 4.928024 1.865430 5.146508 3.630761 4.645961 2.830434 4.311896 2.846854 3.040703 2.375163 2.953200 2.274600 nan 0.954983 nan 0.911195 0.002105 7.852940 0.000000 2353826316780681.000000 
SpARCS1051 121 209020481 39.829792 23.185157 39.893343 22.000343 35.036579 14.853563 30.760613 12.482433 23.316935 13.742158 22.343818 12.602069 22.350750 5.977825 17.140484 7.834211 7.997809 9.498223 0.540394 36.164974 
SpARCS1051 120 209020464 1.535520 1.369109 nan 1.404086 nan 1.277904 nan 1.074084 nan 0.657708 nan 0.888140 nan 0.816785 nan 0.682811 0.000000 2016121959750846.250000 0.000000 2016121959750846.250000 
SpARCS1051 4 109000317 4.113754 1.397926 4.335455 2.835620 3.952196 2.270386 3.746411 2.417966 3.183965 2.309274 3.155025 2.288892 3.169944 1.250618 2.396698 1.012865 1.832316 1.072891 1.143964 0.605375 
SpARCS1051 3 109000247 6.773860 1.239959 7.267820 3.270185 7.328822 3.306049 7.061871 3.532743 6.259571 3.563059 7.724675 4.381380 8.721668 3.484552 6.146308 2.748242 4.785280 2.769070 3.780915 1.860217 
SpARCS1051 116 209020396 19.658052 10.801902 20.801949 16.425286 18.464030 16.054908 16.930500 13.287879 13.182041 10.295745 13.153722 10.666257 12.530212 7.943043 7.705308 4.471372 3.206284 5.231538 0.270921 124.507232 
SpARCS1051 183 209040406 1.704814 1.410007 2.385488 0.784913 2.351906 0.878134 2.150884 1.619141 1.387902 1.036873 1.471287 1.077697 nan 0.292443 nan -0.005703 nan 0.552424 0.000000 0.000000 
SpARCS1051 114 209020372 9.469269 3.332497 12.137872 4.076426 11.610022 9.437424 10.417049 9.425907 8.471546 7.373019 9.924327 7.542236 10.039123 7.050275 6.009389 4.338885 3.168830 2.941932 0.949403 2.996004 
SpARCS1051 179 209040257 77.007597 21.695874 76.450473 34.830075 73.172239 6.120750 69.861123 6.539405 55.949062 18.045643 52.039402 24.546251 47.196850 16.509644 30.636427 10.854937 11.751716 13.830704 0.000019 2220871156650784.250000 
SpARCS1051 28 109000578 4.461456 2.603606 5.638943 3.348343 5.099809 3.949453 4.936540 3.579913 4.652760 2.937295 6.366796 3.568733 7.710992 3.730482 5.656551 3.082084 4.826983 3.424368 4.334653 2.407811 
SpARCS1051 26 109000566 4.000594 2.504580 4.622936 3.117310 5.129118 4.497465 5.312121 4.658685 4.401750 3.413036 4.095536 3.714715 3.704229 3.040640 2.972862 2.577971 3.563237 2.941602 3.657567 2.426897 
SpARCS1051 131 209020678 8.259878 2.839255 11.120163 4.453411 10.552736 9.249334 9.550021 6.529923 8.095989 5.748162 9.705369 6.458047 10.535162 5.785914 7.116663 4.870199 5.374730 4.261811 2.735679 2.329702 
SpARCS1051 155 209030707 2.935964 2.395782 3.912455 2.745654 3.849661 3.506433 3.337018 2.919731 nan 2.281843 nan 2.798092 3.371999 2.082759 nan 1.562612 nan 1.360227 nan 1.261998 
SpARCS1051 156 209030731 3.086040 1.962913 3.861113 2.361867 3.712531 3.028536 3.502475 3.365535 2.910656 2.635945 3.339563 2.814022 3.577505 2.244692 2.074231 1.760620 0.561642 1.665148 0.000000 0.000000 
SpARCS1051 89 209010710 4.020200 2.912291 4.628836 2.867103 3.971959 2.845277 3.290258 2.186611 2.417004 1.915883 2.477217 2.403263 nan 1.868445 nan 1.217037 nan 1.534211 0.000000 1542053958925681.250000 
SpARCS1051 87 209010694 2.194918 1.718291 2.900316 1.986135 2.574617 2.106737 2.095407 1.849056 1.734153 1.725801 1.693059 1.807922 nan 0.893689 nan 0.678310 nan 1.170378 0.000000 7944211248309377.000000 
SpARCS1051 20 109000517 5.982117 2.886387 8.025673 4.177149 8.077185 5.075211 7.375784 4.201008 6.316470 3.324503 8.837893 4.078271 10.938370 4.632146 8.296225 3.880660 6.604388 3.842431 5.343071 2.884316 
SpARCS1051 152 209030684 1.699201 1.648002 1.675390 1.202793 1.300764 1.101698 1.178759 0.947235 nan 0.751083 nan 0.797136 nan 0.481023 nan 0.538853 nan 1.169421 0.000000 0.000000 
SpARCS1051 19 109000516 0.804851 0.508851 1.231410 0.855202 1.209449 0.797649 1.258895 0.842762 1.227321 0.897287 1.320626 0.954164 1.311187 0.598859 0.764677 0.405974 0.452566 0.286717 -0.118950 -0.077020 
SpARCS1051 86 209010655 5.475295 3.042592 6.818310 3.472952 6.191713 5.006939 5.314105 5.010049 3.950120 3.331426 4.914434 3.606150 5.174600 3.801393 2.776726 2.501705 0.854521 1.951513 0.000000 5443742085905742.000000 
SpARCS1051 15 109000488 6.466756 3.841866 7.674957 4.469637 7.419488 5.305901 7.293051 6.085606 6.379143 3.959828 7.727731 4.233418 6.646160 4.904750 3.967040 2.973656 5.189753 2.978597 4.526754 2.535129 
SpARCS1051 18 109000497 8.987374 6.426383 9.946883 6.615473 7.873970 5.548783 7.360992 4.941079 6.303257 2.838096 7.405533 3.146339 8.582810 3.564389 5.928367 2.592780 4.558470 2.734622 4.002935 2.491537 
SpARCS1051 13 109000472 6.452431 4.456376 6.739869 3.387093 5.657673 3.060278 5.464633 3.949651 4.558555 2.958009 5.636624 2.852773 6.577380 2.640742 4.236629 1.716648 3.318124 1.306989 3.656185 1.356855 
SpARCS1051 17 109000495 3.916206 1.983463 4.963783 2.392940 4.889807 2.934457 4.666173 3.183378 3.912388 2.549694 4.195718 2.940209 4.442814 2.086957 3.564140 1.712883 2.787309 1.598347 1.612533 0.922659 
SpARCS1051 128 209020632 5.867339 2.773307 7.621654 3.533320 7.289269 5.005288 6.574058 5.274523 5.116259 3.709296 6.885790 4.143792 7.703678 5.440881 nan 3.601558 nan 2.724904 1.199987 2.261515 
SpARCS1051 23 109000550 6.652659 4.365046 7.682630 3.909516 7.271048 3.657439 6.987556 3.665345 5.730651 3.250361 7.040226 3.567976 7.919172 2.047416 5.338978 1.696336 4.348035 2.252693 3.385153 1.587298 
SpARCS1051 154 209030706 9.017010 5.149763 9.935179 6.263934 8.820794 7.518029 8.081195 7.115932 6.119239 5.314006 6.470539 6.007366 6.593123 5.187979 nan 3.472619 nan 3.233660 0.000001 0.000000 
SpARCS1051 21 109000525 4.661533 2.047026 6.787243 3.786898 5.663860 3.376227 4.942723 3.307918 5.166552 3.013154 9.972358 3.299428 12.730694 5.248203 9.898256 4.484081 9.731026 5.763943 8.062520 5.261659 
SpARCS1051 130 209020663 3.298789 3.143387 3.146026 2.793718 2.625858 2.350584 2.405365 2.146508 nan 1.752348 nan 1.961150 nan 0.825561 nan 0.482611 nan 1.081112 0.000000 6052903523255403.000000 
SpARCS1051 14 109000476 5.163414 2.869186 6.304196 2.996279 6.396370 3.986521 6.169686 4.286859 5.012807 2.894782 6.460810 3.213396 7.306774 2.746658 5.176426 2.058119 4.587903 2.508394 3.743598 2.325369 
SpARCS1051 85 209010627 5.965488 2.817324 7.726659 3.869212 7.275394 6.601062 6.430364 6.768073 5.143862 4.912074 6.330829 5.571582 6.591972 4.365697 4.097370 3.541272 2.463690 2.557938 0.944309 2.027797 
SpARCS1051 190 209040633 0.347357 0.267032 nan 0.013236 nan -0.023450 0.295847 0.122431 -0.074910 -0.132635 -0.056136 -0.061794 nan 0.133220 nan -0.007121 nan -0.057947 nan 0.290102 
SpARCS1051 83 209010602 1.408844 1.229006 1.367508 0.779016 1.240909 0.911759 nan 1.333687 nan 0.996927 nan 0.947431 nan 0.547516 nan 0.561373 nan 0.739624 nan 0.804285 
